Unnamed: 0,STATE/UT,DISTRICT,Year,Complain,Risk Level
2275,BIHAR,SHEIKHPURA,2004,wife insulted during celebrations,Low
2276,BIHAR,SHEOHAR,2004,husband insulted wife constantly,Low
2277,BIHAR,SITAMARHI,2004,wife excluded from important matters,Medium
2278,BIHAR,SIWAN,2004,husband insulted wife with harsh words,Low
2279,BIHAR,SUPAUL,2004,wife insulted daily,Low
2280,BIHAR,VAISHALI,2004,husband insulted wife over small issues,Low
2281,BIHAR,TOTAL,2004,wife insulted in private,Low
2282,CHHATTISGARH,BALRAMPUR,2004,husband insulted wife in gatherings,Low
2283,CHHATTISGARH,BILASPUR,2004,wife insulted repeatedly,Low
2284,CHHATTISGARH,BIZAPUR,2004,husband insulted wife at home,Low
2285,CHHATTISGARH,DANTEWARA,2004,wife insulted unfairly,Low
2286,CHHATTISGARH,DHAMTARI,2004,husband insulted wife cruelly,Low
2287,CHHATTISGARH,DURG,2004,wife insulted harshly,Low
2288,CHHATTISGARH,GRP RAIPUR,2004,husband insulted wife again and again,Low
2289,CHHATTISGARH,JAGDALPUR,2004,wife insulted continuously,Low
2290,CHHATTISGARH,JANJGIR,2004,husband insulted wife endlessly,Low
2291,CHHATTISGARH,JASHPUR,2004,husband shouted at wife without reason,Medium
2292,CHHATTISGARH,KABIRDHAM,2004,wife denied financial independence,Medium
2293,CHHATTISGARH,KANKER,2004,husband insulted wifes family background,Low
2294,CHHATTISGARH,KORBA,2004,wife humiliated during social visit,Medium
2295,CHHATTISGARH,KORIYA,2004,husband forced wife to apologize always,Medium
2296,CHHATTISGARH,MAHASAMUND,2004,wife denied her own savings,Medium
2297,CHHATTISGARH,NARAYANPUR,2004,husband insulted wife in front of relatives,Low
2298,CHHATTISGARH,RAIGARH,2004,wife forced to give dowry,Medium
2299,CHHATTISGARH,RAIPUR,2004,husband insulted wifes parents,Low
2300,CHHATTISGARH,RAJNANDGAON,2004,wife controlled through constant criticism,Medium
2301,CHHATTISGARH,SARGUJA,2004,husband ignored wifes needs,Medium
2302,CHHATTISGARH,TOTAL,2004,wife excluded from property matters,Medium
2303,GOA,NORTH GOA,2004,husband ridiculed wifes decisions,Medium
2304,GOA,SOUTH GOA,2004,wife denied chance to speak in meetings,Medium
2305,GOA,TOTAL,2004,husband shouted at wife during meals,Medium
2306,GUJARAT,AHMEDABAD COMMR.,2004,wife forced to handle all housework alone,Medium
2307,GUJARAT,AHMEDABAD RURAL,2004,husband insulted wife in front of neighbors,Low
2308,GUJARAT,AHWA-DANG,2004,wife silenced when asking questions,Medium
2309,GUJARAT,AMRELI,2004,husband insulted wife repeatedly about money,Low
2310,GUJARAT,ANAND,2004,wife denied support during pregnancy,Medium
2311,GUJARAT,BHARUCH,2004,husband insulted wife about her looks,Low
2312,GUJARAT,BHAVNAGAR,2004,wife excluded from family functions,Medium
2313,GUJARAT,DAHOD,2004,husband controlled wifes earnings,Medium
2314,GUJARAT,GANDHINAGAR,2004,wife humiliated over small mistakes,Medium
2315,GUJARAT,HIMATNAGAR,2004,husband insulted wife about her clothes,Low
2316,GUJARAT,JAMNAGAR,2004,wife excluded from discussions,Medium
2317,GUJARAT,JUNAGADH,2004,husband ridiculed wife in front of friends,Medium
2318,GUJARAT,KHEDA NORTH,2004,wife silenced by constant shouting,Medium
2319,GUJARAT,KUTCH,2004,husband insulted wifes cooking daily,Low
2320,GUJARAT,MEHSANA,2004,wife denied her own choices,Medium
2321,GUJARAT,NARMADA,2004,husband insulted wifes education level,Low
2322,GUJARAT,NAVSARI,2004,wife humiliated in public gatherings,Medium
2323,GUJARAT,PALANPUR,2004,husband forced wife to leave friends,Medium
2324,GUJARAT,PANCHMAHAL,2004,wife denied emotional support,Medium
2325,GUJARAT,PATAN,2004,husband insulted wife without any cause,Low
2326,GUJARAT,PORBANDAR,2004,wife excluded from social circles,Medium
2327,GUJARAT,RAJKOT COMMR.,2004,husband insulted wife for not obeying,Low
2328,GUJARAT,RAJKOT RURAL,2004,wife silenced in every argument,Low
2329,GUJARAT,SURAT COMMR.,2004,husband insulted wife harshly at home,Low
2330,GUJARAT,SURAT RURAL,2004,wife denied respect from husband,Medium
2331,GUJARAT,SURENDRANAGAR,2004,husband insulted wife during festivals,Low
2332,GUJARAT,VADODARA COMMR.,2004,wife humiliated in front of husbands family,Medium
2333,GUJARAT,VADODARA RURAL,2004,husband insulted wifes personality,Low
2334,GUJARAT,VALSAD,2004,wife excluded from conversations,Medium
2335,GUJARAT,W.RLY,2004,husband insulted wife constantly at work events,Low
2336,GUJARAT,TOTAL,2004,wife denied her happiness,Medium
2337,HARYANA,AMBALA,2004,husband insulted wife in front of children,Low
2338,HARYANA,BHIWANI,2004,wife treated like property by husband,Medium
2339,HARYANA,FARIDABAD,2004,husband insulted wifes hairstyle,Low
2340,HARYANA,FATEHABAD,2004,wife denied peace at home,Medium
2341,HARYANA,GRP,2004,husband insulted wife in community events,Low
2342,HARYANA,GURGAON,2004,wife forced to accept insults silently,Medium
2343,HARYANA,HISSAR,2004,husband insulted wife when drunk,Low
2344,HARYANA,JHAJJAR,2004,wife excluded from financial decisions,Medium
2345,HARYANA,JIND,2004,husband insulted wife every day,Low
2346,HARYANA,KAITHAL,2004,wife denied her right to relax,Medium
2347,HARYANA,KARNAL,2004,husband insulted wife in gatherings daily,Low
2348,HARYANA,KURUKSHETRA,2004,wife humiliated during ceremonies,Medium
2349,HARYANA,MAHENDRAGARH,2004,husband insulted wifes intelligence,Low
2350,HARYANA,PANCHKULA,2004,wife excluded from joyful events,Medium
2351,HARYANA,PANIPAT,2004,husband insulted wife cruelly in front of others,Low
2352,HARYANA,REWARI,2004,wife denied fair treatment,Medium
2353,HARYANA,ROHTAK,2004,husband insulted wife again and again,Low
2354,HARYANA,SIRSA,2004,wife silenced with harsh words,Medium
2355,HARYANA,SONIPAT,2004,husband insulted wife endlessly,Low
2356,HARYANA,YAMUNANAGAR,2004,wife insulted unfairly by husband,Low
2357,HARYANA,TOTAL,2004,husband insulted wife with cruel remarks,Low
2358,HIMACHAL PRADESH,BILASPUR,2004,wife excluded from family outings often,Medium
2359,HIMACHAL PRADESH,CHAMBA,2004,husband insulted wife bitterly,Low
2360,HIMACHAL PRADESH,G.R.P.,2004,wife treated with contempt by husband,Medium
2361,HIMACHAL PRADESH,HAMIRPUR,2004,husband insulted wife during meals regularly,Low
2362,HIMACHAL PRADESH,KANGRA,2004,wife humiliated in private,Medium
2363,HIMACHAL PRADESH,KINNAUR,2004,husband insulted wife when angry daily,Low
2364,HIMACHAL PRADESH,KULLU,2004,wife excluded from decision making always,Medium
2365,HIMACHAL PRADESH,LAHAUL-SPITI,2004,husband insulted wife over small issues daily,Low
2366,HIMACHAL PRADESH,MANDI,2004,wife silenced in private arguments,Low
2367,HIMACHAL PRADESH,SHIMLA,2004,husband insulted wife in front of guests daily,Low
2368,HIMACHAL PRADESH,SIRMAUR,2004,wife humiliated harshly,Medium
2369,HIMACHAL PRADESH,SOLAN,2004,husband insulted wife continuously,Low
2370,HIMACHAL PRADESH,UNA,2004,wife denied comfort in marriage,Medium
2371,HIMACHAL PRADESH,TOTAL,2004,husband insulted wifes appearance regularly,Low
2372,JAMMU & KASHMIR,ANANTNAG,2004,wife excluded from happy moments,Medium
2373,JAMMU & KASHMIR,AWANTIPORA,2004,husband insulted wife frequently at home,Low
2374,JAMMU & KASHMIR,BARAMULLA,2004,wife humiliated during discussions,Medium
2375,JAMMU & KASHMIR,BORDER,2004,husband insulted wife harshly daily,Low
2376,JAMMU & KASHMIR,BUDGAM,2004,wife excluded from choices in family life,Medium
2377,JAMMU & KASHMIR,CRIME JAMMU,2004,husband insulted wife with loud shouting,Low
2378,JAMMU & KASHMIR,CRIME SRINAGAR,2004,wife humiliated in gatherings daily,Medium
2379,JAMMU & KASHMIR,DODA,2004,husband insulted wife cruelly at events,Low
2380,JAMMU & KASHMIR,GANDERBAL,2004,wife excluded from celebrations always,Medium
2381,JAMMU & KASHMIR,HANDWARA,2004,husband insulted wife bitterly at home,Low
2382,JAMMU & KASHMIR,JAMMU,2004,wife humiliated with constant yelling,Medium
2383,JAMMU & KASHMIR,KARGIL,2004,husband insulted wife harshly at functions,Low
2384,JAMMU & KASHMIR,KATHUA,2004,wife denied her rest constantly,Medium
2385,JAMMU & KASHMIR,KULGAM,2004,husband insulted wife mercilessly,Low
2386,JAMMU & KASHMIR,KUPWARA,2004,wife excluded from home decisions always,Medium
2387,JAMMU & KASHMIR,LEH,2004,husband insulted wife severely,Low
2388,JAMMU & KASHMIR,POONCH,2004,wife humiliated in family dinners,Medium
2389,JAMMU & KASHMIR,PULWAMA,2004,husband insulted wife repeatedly in public,Low
2390,JAMMU & KASHMIR,RAILWAYS,2004,wife denied kindness from husband,Medium
2391,JAMMU & KASHMIR,RAJOURI,2004,husband insulted wife harshly in front of kids,Low
2392,JAMMU & KASHMIR,RAMBAN,2004,wife excluded from outings often,Medium
2393,JAMMU & KASHMIR,REASI,2004,husband insulted wife daily in community,Low
2394,JAMMU & KASHMIR,SRINAGAR,2004,wife humiliated at neighborhood events,Medium
2395,JAMMU & KASHMIR,UDHAMPUR,2004,husband insulted wife unfairly every day,Low
2396,JAMMU & KASHMIR,TOTAL,2004,wife excluded from important talks,Medium
2397,JHARKHAND,BOKARO,2004,husband insulted wife brutally,Low
2398,JHARKHAND,CHAIBASA,2004,wife humiliated in front of in-laws constantly,Medium
2399,JHARKHAND,CHATRA,2004,husband insulted wife violently with words,Low
2400,JHARKHAND,DEOGHAR,2004,wife excluded from gatherings repeatedly,Medium
2401,JHARKHAND,DHANBAD,2004,husband insulted wife savagely,Low
2402,JHARKHAND,DHANBAD RLY.,2004,wife humiliated with strong insults,Medium
2403,JHARKHAND,DUMKA,2004,husband insulted wife with anger always,Low
2404,JHARKHAND,GARHWA,2004,wife excluded from social occasions,Medium
2405,JHARKHAND,GIRIDIH,2004,husband insulted wife repeatedly at meals,Low
2406,JHARKHAND,GODDA,2004,wife humiliated endlessly,Medium
2407,JHARKHAND,GUMLA,2004,husband insulted wife with cruel words daily,Low
2408,JHARKHAND,HAZARIBAGH,2004,wife excluded from family decisions regularly,Medium
2409,JHARKHAND,JAMSHEDPUR,2004,husband insulted wife daily at home,Low
2410,JHARKHAND,JAMSHEDPUR RLY.,2004,wife humiliated in public constantly,Medium
2411,JHARKHAND,JAMTARA,2004,husband insulted wife unfairly in private,Low
2412,JHARKHAND,KODERMA,2004,wife excluded from joyful times,Medium
2413,JHARKHAND,LATEHAR,2004,husband insulted wife harshly every day,Low
2414,JHARKHAND,LOHARDAGGA,2004,wife humiliated repeatedly at functions,Medium
2415,JHARKHAND,PAKUR,2004,husband insulted wife during events daily,Low
2416,JHARKHAND,PALAMU,2004,wife denied freedom of opinion,Medium
2417,JHARKHAND,RANCHI,2004,husband insulted wife endlessly at gatherings,Low
2418,JHARKHAND,SAHEBGANJ,2004,wife humiliated in front of neighbors daily,Medium
2419,JHARKHAND,SARAIKELA,2004,husband insulted wife with insults daily,Low
2420,JHARKHAND,SIMDEGA,2004,wife excluded from choices constantly,Medium
2421,JHARKHAND,TOTAL,2004,husband insulted wife every morning,Low
2422,KARNATAKA,BAGALKOT,2004,wife humiliated at breakfast,Medium
2423,KARNATAKA,BANGALORE COMMR.,2004,husband insulted wife before sleeping,Low
2424,KARNATAKA,BANGALORE RURAL,2004,wife excluded from evening talks,Medium
2425,KARNATAKA,BELGAUM,2004,husband insulted wife during arguments constantly,Low
2426,KARNATAKA,BELLARY,2004,wife humiliated with unfair words,Medium
2427,KARNATAKA,BIDAR,2004,husband insulted wife harshly in front of friends,Low
2428,KARNATAKA,BIJAPUR,2004,wife excluded from personal choices,Medium
2429,KARNATAKA,CHAMARAJNAGAR,2004,husband insulted wife daily in gatherings,Low
2430,KARNATAKA,CHICKMAGALUR,2004,wife humiliated without reason,Medium
2431,KARNATAKA,CHITRADURGA,2004,husband insulted wife cruelly at home,Low
2432,KARNATAKA,DAKSHIN KANNADA,2004,wife excluded from family planning,Medium
2433,KARNATAKA,DAVANAGERE,2004,husband insulted wife with abusive words,Low
2434,KARNATAKA,DHARWAD COMMR.,2004,wife humiliated constantly in public,Medium
2435,KARNATAKA,DHARWAD RURAL,2004,husband insulted wife again during meals,Low
2436,KARNATAKA,GADAG,2004,wife excluded from decisions in home matters,Medium
2437,KARNATAKA,GULBARGA,2004,husband insulted wife daily in private,Low
2438,KARNATAKA,HASSAN,2004,wife humiliated harshly every day,Medium
2439,KARNATAKA,HAVERI,2004,husband insulted wife mercilessly in public,Low
2440,KARNATAKA,K.G.F.,2004,wife excluded from respect at home,Medium
2441,KARNATAKA,KODAGU,2004,husband insulted wife cruelly every day,Low
2442,KARNATAKA,KOLAR,2004,wife humiliated in front of relatives daily,Medium
2443,KARNATAKA,KOPPAL,2004,husband insulted wife harshly in gatherings,Low
2444,KARNATAKA,MANDYA,2004,wife excluded from happiness daily,Medium
2445,KARNATAKA,MYSORE COMMR.,2004,husband insulted wife in front of guests always,Low
2446,KARNATAKA,MYSORE RURAL,2004,wife humiliated again and again,Medium
2447,KARNATAKA,RAICHUR,2004,husband insulted wife endlessly in events,Low
2448,KARNATAKA,RAILWAYS,2004,wife excluded from family life,Medium
2449,KARNATAKA,SHIMOGA,2004,husband insulted wife every evening,Low
2450,KARNATAKA,TUMKUR,2004,wife humiliated during conversations daily,Medium
2451,KARNATAKA,UDUPI,2004,husband insulted wife in cruel ways constantly,Low
2452,KARNATAKA,UTTAR KANNADA,2004,wife excluded from her own decisions,Medium
2453,KARNATAKA,TOTAL,2004,husband insulted wife harshly every night,Low
2454,KERALA,ALAPUZHA,2004,wife humiliated unfairly each day,Medium
2455,KERALA,CBCID,2004,husband insulted wife in front of children always,Low
2456,KERALA,ERNAKULAM COMMR.,2004,wife excluded from speaking in gatherings,Medium
2457,KERALA,ERNAKULAM RURAL,2004,husband insulted wife in public cruelly,Low
2458,KERALA,IDUKKI,2004,wife humiliated daily without reason,Medium
2459,KERALA,KANNUR,2004,husband insulted wife brutally at events,Low
2460,KERALA,KASARGOD,2004,wife excluded from every decision,Medium
2461,KERALA,KOLLAM,2004,husband insulted wife again harshly,Low
2462,KERALA,KOTTAYAM,2004,wife humiliated continuously daily,Medium
2463,KERALA,KOZHIKODE COMMR.,2004,husband insulted wife cruelly at home every day,Low
2464,KERALA,KOZHIKODE RURAL,2004,wife excluded from freedom always,Medium
2465,KERALA,MALAPPURAM,2004,husband insulted wife unfairly at meals,Low
2466,KERALA,PALAKKAD,2004,wife humiliated endlessly at gatherings,Medium
2467,KERALA,PATHANAMTHITTA,2004,husband insulted wife daily with anger,Low
2468,KERALA,RAILWAYS,2004,wife excluded from respect in family,Medium
2469,KERALA,THRISSUR,2004,husband insulted wife harshly in public,Low
2470,KERALA,TRIVANDRUM COMMR.,2004,wife humiliated without mercy daily,Medium
2471,KERALA,TRIVANDRUM RURAL,2004,husband shouted at wife during dinner,Medium
2472,KERALA,WAYANADU,2004,wife denied her personal freedom,Medium
2473,KERALA,TOTAL,2004,husband insulted wife about her friends,Low
2474,MADHYA PRADESH,ANUPPUR,2004,wife humiliated in front of husbands coworkers,Medium
2475,MADHYA PRADESH,ASHOK NAGAR,2004,husband insulted wife about her family often,Low
2476,MADHYA PRADESH,BALAGHAT,2004,wife forced to stay silent in arguments,Low
2477,MADHYA PRADESH,BARWANI,2004,husband insulted wife about her age,Low
2478,MADHYA PRADESH,BETUL,2004,wife denied support when sick,Medium
2479,MADHYA PRADESH,BHIND,2004,husband insulted wife for not cooking properly,Low
2480,MADHYA PRADESH,BHOPAL,2004,wife excluded from planning family events,Medium
2481,MADHYA PRADESH,BHOPAL RLY.,2004,husband insulted wife about her income,Low
2482,MADHYA PRADESH,BURHANPUR,2004,wife humiliated at religious gathering,Medium
2483,MADHYA PRADESH,CHHATARPUR,2004,husband insulted wife in front of strangers,Low
2484,MADHYA PRADESH,CHHINDWARA,2004,wife denied her savings by husband,Medium
2485,MADHYA PRADESH,DAMOH,2004,husband insulted wife for small mistakes,Low
2486,MADHYA PRADESH,DATIYA,2004,wife excluded from decisions about children,Medium
2487,MADHYA PRADESH,DEWAS,2004,husband insulted wife during phone calls,Low
2488,MADHYA PRADESH,DHAR,2004,wife humiliated in front of relatives often,Medium
2489,MADHYA PRADESH,DINDORI,2004,husband insulted wife about her health,Low
2490,MADHYA PRADESH,GUNA,2004,wife denied emotional support constantly,Medium
2491,MADHYA PRADESH,GWALIOR,2004,husband insulted wife during travel,Low
2492,MADHYA PRADESH,HARDA,2004,wife excluded from vacations,Medium
2493,MADHYA PRADESH,HOSHANGABAD,2004,husband insulted wife for not cleaning,Low
2494,MADHYA PRADESH,INDORE,2004,wife humiliated in front of family constantly,Medium
2495,MADHYA PRADESH,INDORE RLY.,2004,husband insulted wife for forgetting things,Low
2496,MADHYA PRADESH,JABALPUR,2004,wife denied her own money,Medium
2497,MADHYA PRADESH,JABALPUR RLY.,2004,husband insulted wife about her weight,Low
2498,MADHYA PRADESH,JHABUA,2004,wife excluded from celebrations regularly,Medium
2499,MADHYA PRADESH,KATNI,2004,husband insulted wife cruelly in the morning,Low
2500,MADHYA PRADESH,KHANDWA,2004,wife humiliated during parties,Medium
2501,MADHYA PRADESH,KHARGON,2004,husband insulted wife before neighbors,Low
2502,MADHYA PRADESH,MANDLA,2004,wife excluded from property discussions,Medium
2503,MADHYA PRADESH,MANDSAUR,2004,husband insulted wife about her habits,Low
2504,MADHYA PRADESH,MORENA,2004,wife denied chance to speak freely,Medium
2505,MADHYA PRADESH,NARSINGHPUR,2004,husband insulted wife in daily life,Low
2506,MADHYA PRADESH,NEEMUCH,2004,wife humiliated without fair reason,Medium
2507,MADHYA PRADESH,PANNA,2004,husband insulted wife for speaking out,Low
2508,MADHYA PRADESH,RAISEN,2004,wife excluded from family conversations,Medium
2509,MADHYA PRADESH,RAJGARH,2004,husband insulted wife about her work,Low
2510,MADHYA PRADESH,RATLAM,2004,wife denied her happiness every day,Medium
2511,MADHYA PRADESH,REWA,2004,husband insulted wife harshly in arguments,Low
2512,MADHYA PRADESH,SAGAR,2004,wife humiliated with public insults,Medium
2513,MADHYA PRADESH,SATNA,2004,husband insulted wife in front of guests daily,Low
2514,MADHYA PRADESH,SEONI,2004,wife excluded from gatherings often,Medium
2515,MADHYA PRADESH,SHAHDOL,2004,husband insulted wife without cause daily,Low
2516,MADHYA PRADESH,SHAJAPUR,2004,wife humiliated during household chores,Medium
2517,MADHYA PRADESH,SHEOPUR,2004,husband insulted wife in anger every day,Low
2518,MADHYA PRADESH,SHIVPURI,2004,wife denied peace at home constantly,Medium
2519,MADHYA PRADESH,SIDHI,2004,husband insulted wife about her opinions,Low
2520,MADHYA PRADESH,SIHORE,2004,wife excluded from making household choices,Medium
2521,MADHYA PRADESH,TIKAMGARH,2004,husband insulted wife before relatives daily,Low
2522,MADHYA PRADESH,UJJAIN,2004,wife humiliated during meals,Medium
2523,MADHYA PRADESH,UMARIYA,2004,husband insulted wife harshly in meetings,Low
2524,MADHYA PRADESH,VIDISHA,2004,wife excluded from outings daily,Medium
2525,MADHYA PRADESH,TOTAL,2004,husband insulted wife at public functions,Low
2526,MAHARASHTRA,AHMEDNAGAR,2004,wife humiliated without relief,Medium
2527,MAHARASHTRA,AKOLA,2004,husband insulted wife constantly in gatherings,Low
2528,MAHARASHTRA,AMRAVATI COMMR.,2004,wife excluded from decisions about travel,Medium
2529,MAHARASHTRA,AMRAVATI RURAL,2004,husband insulted wife during family talks,Low
2530,MAHARASHTRA,AURANGABAD COMMR.,2004,wife humiliated unfairly every evening,Medium
2531,MAHARASHTRA,AURANGABAD RURAL,2004,husband insulted wife cruelly during meals,Low
